folds,hamming,label_ranking,micro_roc,micro_auprc,precision,recall,fscore,accuracy
fold1,0.036888408705047074,0.7701216740618547,0.6260631448059203,0.039003631055066545,0.10088365243004419,0.16545893719806765,0.1253430924062214,0.03827751196172249
fold2,0.03824715370018975,0.6500669873708398,0.6318408352386916,0.04215966118894396,0.1282565130260521,0.23357664233576642,0.16558861578266496,0.0196078431372549
fold3,0.038083538083538086,0.7497595364026554,0.6379359767728966,0.049556733303616665,0.10956036287508723,0.19551681195516812,0.1404293381037567,0.03931203931203931
fold4,0.0413727510501704,0.637618760244819,0.641538123511472,0.04971810022436439,0.1239620403321471,0.2548780487804878,0.16679968076616122,0.014742014742014743
fold5,0.036973924070698265,0.7071329786435377,0.6234826763191221,0.03828261841857435,0.10818713450292397,0.18639798488664988,0.13691026827012026,0.03194103194103194
fold6,0.043829753507172865,0.6615786553687714,0.6402731367964167,0.041979038177568775,0.10591549295774648,0.23124231242312424,0.14528593508500773,0.002457002457002457
fold7,0.037459093034128095,0.7960664493831536,0.629187186471121,0.03883747979893618,0.09084302325581395,0.15683814303638646,0.1150483202945237,0.016908212560386472
fold8,0.036419117064278354,0.7348952649712004,0.6251874723683524,0.04167978512428094,0.11517925247902365,0.18214716525934863,0.1411214953271028,0.029484029484029485
fold9,0.037350400253626063,0.7298714524401099,0.622578459463618,0.03889199534698597,0.10318664643399089,0.16209773539928488,0.1261010662957812,0.03931203931203931
fold10,0.03276209677419355,0.7668350593808658,0.6164562921657065,0.03496860374677521,0.10828547990155865,0.165,0.13075780089153047,0.03009259259259259
mean(std),0.03793862362430426(0.0027987446618814305),0.7203946818267808(0.051914453813102876),0.6294543303913317(0.007888999891963767),0.0415077646385113(0.004541780645687896),0.10942595981943881(0.010350797794984885),0.19331537812742844(0.03302980716657651),0.13933856132228703(0.015885731438215093),0.026213431750011368(0.011719306378042249)
