folds,hamming,label_ranking,micro_roc,micro_auprc,precision,recall,fscore,accuracy
fold1,0.11494829448989041,0.4154087076517521,0.7920144417961725,0.09991206811791187,0.07420318725099602,0.5398550724637681,0.13047285464098074,0.004784688995215311
fold2,0.1405162871600253,0.427709279614741,0.8203136129358064,0.12607656385202543,0.06527451251555802,0.5742092457420924,0.11722339500807152,0.004901960784313725
fold3,0.09861694539113894,0.5063665458888386,0.806020900431396,0.11842671768073654,0.07923387096774194,0.48941469489414696,0.13638729828214471,0.022113022113022112
fold4,0.08514306094951256,0.47175973418915956,0.8157238299089001,0.1336288815686351,0.0885207100591716,0.4560975609756098,0.14826560951437068,0.0171990171990172
fold5,0.10192597289371483,0.4166026788587554,0.8179282701551649,0.11368468882510778,0.0830138036809816,0.5453400503778337,0.14409317803660565,0.012285012285012284
fold6,0.08894745185067766,0.45310104116910954,0.7976896799478518,0.10644895887051359,0.08435097241067391,0.45879458794587946,0.1425023877745941,0.004914004914004914
fold7,0.12147420913199314,0.5074899209816764,0.808833534845681,0.08498384461291132,0.059880239520958084,0.4642409033877039,0.10607798165137615,0.0
fold8,0.12657525560751368,0.4766882623547166,0.8367721462833795,0.11899690419542215,0.07389238080637743,0.5814234016887817,0.1311207834602829,0.002457002457002457
fold9,0.14557739557739557,0.40254921983574415,0.8177186523767981,0.1023201883723201,0.06567004805125468,0.5864123957091776,0.11811307166006482,0.004914004914004914
fold10,0.0925739247311828,0.5585124384878192,0.8062242978699211,0.09263711025303402,0.0672216441207076,0.40375,0.1152542372881356,0.0023148148148148147
mean(std),0.11162987977830448(0.02039809088360763),0.46361878290323116(0.047600706395903976),0.8119239366551072(0.012032350067507922),0.10971159263486178(0.014429527674925311),0.07412613693844208(0.009040826566050963),0.5099537913184993(0.060446163063645746),0.1289510797316627(0.013468763965570212),0.007588352847640774(0.006830044382178158)
