folds,hamming,label_ranking,micro_roc,micro_auprc,precision,recall,fscore,accuracy
fold1,0.2679365079365079,0.4912599008037584,0.5495657323332017,0.06663019833848512,0.11963882618510158,0.6235294117647059,0.20075757575757575,0.02857142857142857
fold2,0.07428571428571429,0.6457923213737167,0.4749498997995992,0.060355108422916436,0.24675324675324675,0.24358974358974358,0.24516129032258063,0.08571428571428572
fold3,0.24952380952380954,0.3972348397762616,0.5292618748771304,0.06498973565749136,0.14485981308411214,0.6966292134831461,0.23984526112185686,0.08571428571428572
fold4,0.12126984126984126,0.5706053636286195,0.4894549159449822,0.04107299785564342,0.13372093023255813,0.35384615384615387,0.1940928270042194,0.05714285714285714
fold5,0.09506172839506173,0.44422086288396356,0.48500279017857145,0.1050603543547062,0.2463768115942029,0.40476190476190477,0.3063063063063063,0.16666666666666666
fold6,0.13209876543209875,0.5195278805401924,0.5918762088974856,0.06592343958807957,0.18340611353711792,0.6086956521739131,0.28187919463087246,0.1111111111111111
fold7,0.12444444444444444,0.5799172164445813,0.5009745111202546,0.037553020693846764,0.13513513513513514,0.4098360655737705,0.2032520325203252,0.05714285714285714
fold8,0.1419753086419753,0.6010485100691841,0.6717300209518109,0.10318743616885906,0.196,0.6282051282051282,0.29878048780487804,0.05555555555555555
fold9,0.10984126984126984,0.5355820270320955,0.6850504298382184,0.21588483991895768,0.25,0.5949367088607594,0.352059925093633,0.02857142857142857
fold10,0.19428571428571428,0.531119632139531,0.5806931429421388,0.06626640893148315,0.16417910447761194,0.6790123456790124,0.2644230769230769,0.05714285714285714
