folds,hamming,label_ranking,micro_roc,micro_auprc,precision,recall,fscore,accuracy
fold1,0.12434403457323662,0.49584475729524774,0.7383591113626781,0.06919252670142768,0.05806451612903226,0.44565217391304346,0.1027425866629542,0.007177033492822967
fold2,0.09821710942441493,0.5217235384593857,0.7917703430916032,0.1121077289559734,0.07114788004136505,0.41849148418491483,0.12161923280890932,0.004901960784313725
fold3,0.06905365776333518,0.5675776608038764,0.7312886125333633,0.07058147147804907,0.08224299065420561,0.3287671232876712,0.13157238973336655,0.012285012285012284
fold4,0.09178093049060791,0.48978240601388906,0.7504781957664888,0.07620846950058228,0.07245401525347689,0.39390243902439026,0.12239484653277757,0.014742014742014743
fold5,0.10903939129745581,0.6059379349672903,0.7422891458860892,0.0627438313789997,0.0512673908900324,0.33879093198992444,0.08905810296308558,0.004914004914004914
fold6,0.08444955219148767,0.6322352826444362,0.7069169644470585,0.06419760665537895,0.056797738370598816,0.27183271832718325,0.0939625850340136,0.03194103194103194
fold7,0.04965326476546673,0.6307284057611596,0.7080029353829209,0.05206584877746068,0.09103641456582633,0.24466750313676286,0.13269819666553248,0.014492753623188406
fold8,0.1519774906871681,0.4259480383937067,0.7630428241967318,0.0696150201249225,0.05949774629748873,0.5572979493365501,0.10751687223644403,0.019656019656019656
fold9,0.18041134976618847,0.47294314319089786,0.7712947111668702,0.07208003753034764,0.052318024263431545,0.5756853396901073,0.09591897527554365,0.004914004914004914
fold10,0.13110439068100357,0.48517820705868675,0.7505283978926622,0.07224934331828198,0.05645046329294369,0.495,0.10134357005758157,0.006944444444444444
