folds,hamming,label_ranking,micro_roc,micro_auprc,precision,recall,fscore,accuracy
fold1,0.19936507936507936,0.4519185568343734,0.5625345440189499,0.06477885455707316,0.14106583072100312,0.5294117647058824,0.22277227722772278,0.2
fold2,0.11428571428571428,0.556601816623965,0.5215816247880376,0.06490987466624931,0.17721518987341772,0.358974358974359,0.23728813559322035,0.02857142857142857
fold3,0.266031746031746,0.41757632944704914,0.6316784369470866,0.080723152247557,0.16049382716049382,0.8764044943820225,0.271304347826087,0.14285714285714285
fold4,0.15492063492063493,0.5587135079759664,0.4903718797758533,0.03897080087842721,0.11587982832618025,0.4153846153846154,0.18120805369127516,0.08571428571428572
fold5,0.1654320987654321,0.4701373959850007,0.7514648437500001,0.163638366811176,0.2125,0.8095238095238095,0.33663366336633666,0.1388888888888889
fold6,0.11728395061728394,0.5251274717074991,0.4661508704061895,0.04177158389281077,0.1377245508982036,0.3333333333333333,0.19491525423728814,0.027777777777777776
fold7,0.12,0.555294607818359,0.5842952119020292,0.05041765051950545,0.18316831683168316,0.6065573770491803,0.2813688212927757,0.05714285714285714
fold8,0.24938271604938272,0.5454772564146038,0.5834331038611194,0.06263737163226606,0.13122171945701358,0.7435897435897436,0.2230769230769231,0.1111111111111111
fold9,0.233015873015873,0.560642949780335,0.5685371962363771,0.07124391153073298,0.12105263157894737,0.5822784810126582,0.20043572984749455,0.05714285714285714
fold10,0.1657142857142857,0.5144871668380263,0.5234270414993307,0.060062914879915136,0.14566929133858267,0.4567901234567901,0.2208955223880597,0.08571428571428572
