0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
1.0,0.19607843137254902,0.1891891891891892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024489795918367346,0.0,0.0,0.0
0.19607843137254902,1.0,0.19827586206896552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014527845036319613,0.0,0.0,0.0
0.1891891891891892,0.19827586206896552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03322259136212625,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0111731843575419,0.056179775280898875,0.010135135135135136,0.0068212824010914054,0.007518796992481203,0.0,0.012096774193548387,0.017543859649122806,0.020833333333333332,0.013888888888888888,0.013888888888888888,0.02982107355864811,0.04918032786885246,0.0,0.033112582781456956,0.0,0.0,0.0111731843575419,0.02654867256637168,0.0481283422459893,0.017543859649122806,0.3617021276595745,0.0743801652892562,0.024844720496894408,0.02982107355864811,0.009009009009009009,0.0,0.06666666666666667,0.016853932584269662,0.01818181818181818,0.02092050209205021,0.025069637883008356,0.013888888888888888,0.020833333333333332,0.072,0.0,0.021897810218978103,0.06976744186046512,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20930232558139536,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0111731843575419,0.0,1.0,0.07281553398058252,0.07924528301886792,0.012489592006661115,0.014218009478672985,0.0,0.08713692946058091,0.03125,0.01680672268907563,0.022988505747126436,0.022988505747126436,0.005149330587023687,0.008368200836820083,0.0,0.022388059701492536,0.0,0.0,0.35135135135135137,0.0391304347826087,0.021377672209026127,0.025974025974025976,0.10365853658536585,0.012605042016806723,0.012552301255230125,0.005149330587023687,0.013953488372093023,0.0,0.00966183574879227,0.07796610169491526,0.031914893617021274,0.016853932584269662,0.02023608768971332,0.09961685823754789,0.23423423423423423,0.008356545961002786,0.0,0.03543307086614173,0.009852216748768473,0.0
0.0,0.0,0.0,0.056179775280898875,0.0,0.07281553398058252,1.0,0.07714285714285714,0.06064209274673008,0.059602649006622516,0.0,0.08940397350993377,0.09090909090909091,0.056179775280898875,0.08771929824561403,0.08771929824561403,0.027823240589198037,0.03355704697986577,0.0,0.08426966292134831,0.0,0.0,0.07281553398058252,0.12857142857142856,0.11203319502074689,0.10638297872340426,0.2702702702702703,0.04054054054054054,0.05027932960893855,0.027823240589198037,0.08148148148148149,0.0,0.042735042735042736,0.08780487804878048,0.09375,0.05639097744360902,0.07263922518159806,0.08771929824561403,0.05555555555555555,0.05027932960893855,0.0,0.10975609756097561,0.04424778761061947,0.0
0.0,0.0,0.0,0.010135135135135136,0.0,0.07924528301886792,0.07714285714285714,1.0,0.008356545961002786,0.010507880910683012,0.0,0.42857142857142855,0.029182879377431907,0.013803680981595092,0.01956521739130435,0.01956521739130435,0.0035419126328217238,0.007211538461538462,0.0,0.0189873417721519,0.0,0.0,0.07924528301886792,0.03768844221105527,0.016713091922005572,0.0225,0.12406015037593984,0.012077294685990338,0.00916030534351145,0.0035419126328217238,0.00889152341434499,0.0,0.008522727272727272,0.12878787878787878,0.029880478087649404,0.013846153846153847,0.01694915254237288,0.04565217391304348,0.046357615894039736,0.006734006734006734,0.0,0.033632286995515695,0.00872093023255814,0.0
0.0,0.0,0.0,0.0068212824010914054,0.0,0.012489592006661115,0.06064209274673008,0.008356545961002786,1.0,0.6757599376461418,0.0,0.009174311926605505,0.18562874251497005,0.08927335640138408,0.061262959472196045,0.19321394910461828,0.0020242914979757085,0.0051387461459403904,0.0,0.05968778696051423,0.0,0.0,0.012489592006661115,0.1248665955176094,0.010477299185098952,0.015940488841657812,0.09658246656760773,0.009287925696594427,0.006202618883528601,0.0020242914979757085,0.0045708481462671405,0.0,0.005917159763313609,0.022556390977443608,0.10218340611353711,0.04510756419153366,0.012468827930174564,0.01413760603204524,0.006671608598962194,0.004081632653061225,0.0,0.026137463697967087,0.006031363088057901,0.0
0.0,0.0,0.0,0.007518796992481203,0.0,0.014218009478672985,0.059602649006622516,0.010507880910683012,0.6757599376461418,1.0,0.0,0.011472275334608031,0.20907617504051865,0.11258278145695365,0.06927175843694494,0.21847246891651864,0.002849002849002849,0.005780346820809248,0.0,0.06759098786828423,0.0,0.0,0.014218009478672985,0.12974051896207583,0.012987012987012988,0.017892644135188866,0.08943089430894309,0.009671179883945842,0.0079155672823219,0.002849002849002849,0.007146260123868509,0.0,0.006593406593406593,0.02377179080824089,0.10743801652892562,0.05179282868525897,0.014195583596214511,0.015985790408525755,0.008486562942008486,0.005,0.0,0.0273224043715847,0.006711409395973154,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05970149253731343,0.06382978723404255,0.03816793893129771,0.04938271604938271,0.0,0.0,0.0,0.0,0.075,0.0,0.7168141592920354
0.0,0.0,0.0,0.012096774193548387,0.0,0.08713692946058091,0.08940397350993377,0.42857142857142855,0.009174311926605505,0.011472275334608031,0.0,1.0,0.032188841201716736,0.014900662251655629,0.021844660194174758,0.021844660194174758,0.0039946737683089215,0.008152173913043478,0.0,0.02112676056338028,0.0,0.0,0.08713692946058091,0.04285714285714286,0.01929260450160772,0.02556818181818182,0.15137614678899083,0.01366120218579235,0.009884678747940691,0.0039946737683089215,0.010033444816053512,0.0,0.009868421052631578,0.14166666666666666,0.03303964757709251,0.014950166112956811,0.018633540372670808,0.050970873786407765,0.050359712230215826,0.008032128514056224,0.0,0.03768844221105527,0.010135135135135136,0.0
