folds,hamming,label_ranking,micro_roc,micro_auprc,precision,recall,fscore,accuracy
fold1,0.037142857142857144,0.29047619047619044,0.5046725322782174,0.03190476190476191,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.3142857142857143
fold2,0.03142857142857143,0.22384004884004885,0.6157144742050402,0.03580670171579263,0.19444444444444445,0.3181818181818182,0.2413793103448276,0.2571428571428571
fold3,0.041428571428571426,0.2587265528220858,0.5791454236465162,0.042428113544722486,0.13953488372093023,0.2222222222222222,0.17142857142857143,0.2571428571428571
fold4,0.020714285714285713,0.2521978021978022,0.5811959297229314,0.0378039428973215,0.2222222222222222,0.21052631578947367,0.21621621621621623,0.4857142857142857
fold5,0.03194444444444444,0.2649853801169591,0.5303807321596189,0.03197725345495744,0.14285714285714285,0.0967741935483871,0.11538461538461539,0.5
fold6,0.022222222222222223,0.2795677762783026,0.5728360309641098,0.0419494459833795,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.5277777777777778
fold7,0.017142857142857144,0.22857142857142856,0.5565154787616992,0.009891774891774893,0.0,0.0,0.0,0.5428571428571428
fold8,0.034027777777777775,0.3038194444444444,0.49787535410764866,0.02288961038961039,0.043478260869565216,0.03571428571428571,0.0392156862745098,0.5
fold9,0.032857142857142856,0.3392857142857143,0.5224939172749392,0.03263157894736842,0.13636363636363635,0.1,0.11538461538461539,0.37142857142857144
fold10,0.03357142857142857,0.30481423338566194,0.6048261141191169,0.04075026606619557,0.1935483870967742,0.21428571428571427,0.2033898305084746,0.37142857142857144
mean(std),0.030248015873015878(0.007321236339800121),0.27462845714186385(0.034306135499596165),0.5565655987239838(0.03897801927349212),0.03280334497958847(0.009477386660936742),0.13017722858453923(0.06751856339006349),0.14270278580125778(0.09375221340485151),0.13317221538125074(0.07524499325660342),0.4127777777777778(0.10594596021208534)
