folds,hamming,label_ranking,micro_roc,micro_auprc,precision,recall,fscore,accuracy
fold1,0.03428571428571429,0.2364218758955601,0.5559272178259059,0.02426245603484409,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.34285714285714286
fold2,0.025,0.28168498168498163,0.5912224567884945,0.03588293168507072,0.21739130434782608,0.22727272727272727,0.2222222222222222,0.42857142857142855
fold3,0.03785714285714286,0.24602089639683627,0.6680154298508267,0.11559429583606756,0.22916666666666666,0.4074074074074074,0.29333333333333333,0.34285714285714286
fold4,0.02857142857142857,0.32380952380952377,0.5474675101947483,0.05449077238550922,0.1111111111111111,0.15789473684210525,0.13043478260869565,0.5142857142857142
fold5,0.041666666666666664,0.30626780626780625,0.47534284209803335,0.020866605596860217,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.3055555555555556
fold6,0.021527777777777778,0.3263888888888889,0.4917404348309196,0.015595975232198142,0.07142857142857142,0.05263157894736842,0.06060606060606061,0.5
fold7,0.03142857142857143,0.18065538065538064,0.645919235552065,0.058178847296494356,0.0975609756097561,0.36363636363636365,0.15384615384615385,0.4857142857142857
fold8,0.03125,0.2781784188034188,0.4906667341157426,0.020270915383697338,0.09523809523809523,0.07142857142857142,0.08163265306122448,0.4722222222222222
fold9,0.05857142857142857,0.2815018315018315,0.5800243309002433,0.02809211113966932,0.10606060606060606,0.23333333333333334,0.14583333333333334,0.22857142857142856
fold10,0.04071428571428572,0.24915585667465368,0.6080148896293212,0.049353029106997987,0.19148936170212766,0.32142857142857145,0.24,0.2857142857142857
mean(std),0.035087301587301584(0.009954656742154368),0.2710085460578881(0.04223209486455462),0.56543410817863(0.06264371740518856),0.042258793969740895(0.028370242389753365),0.1294561899538032(0.061310049350373846),0.201014849766972(0.12562156808074398),0.15030237463842955(0.07800902869059115),0.39063492063492067(0.09667617958248376)
