folds,hamming,label_ranking,micro_roc,micro_auprc,precision,recall,fscore,accuracy
fold1,0.045714285714285714,0.26636233440744717,0.6224619950020825,0.05503725147665501,0.15384615384615385,0.2857142857142857,0.2,0.14285714285714285
fold2,0.03214285714285714,0.2539960434697277,0.6927365087742446,0.0993380613079898,0.20512820512820512,0.36363636363636365,0.26229508196721313,0.2571428571428571
fold3,0.04285714285714286,0.13814161540831157,0.7147096112864503,0.11063246668323734,0.23809523809523808,0.5555555555555556,0.3333333333333333,0.2
fold4,0.055714285714285716,0.1878365786260523,0.6434887000266778,0.07924556153093232,0.11688311688311688,0.47368421052631576,0.1875,0.17142857142857143
fold5,0.052083333333333336,0.20366840761577604,0.6781405251951739,0.08319787361522436,0.20270270270270271,0.4838709677419355,0.2857142857142857,0.3611111111111111
fold6,0.05625,0.1288353763682711,0.7492499722211935,0.07079565359107758,0.14772727272727273,0.6842105263157895,0.24299065420560748,0.1388888888888889
fold7,0.011428571428571429,0.17142857142857143,0.6952352902676876,0.020747271159969202,0.2222222222222222,0.18181818181818182,0.2,0.6285714285714286
fold8,0.07291666666666667,0.2077433503214753,0.5878186968838528,0.03052491540583357,0.09473684210526316,0.32142857142857145,0.14634146341463414,0.027777777777777776
fold9,0.029285714285714286,0.30966117216117217,0.7322019464720195,0.0927132546870994,0.35135135135135137,0.43333333333333335,0.3880597014925373,0.2571428571428571
fold10,0.04214285714285714,0.2180203255391225,0.6717253227821741,0.08281107149409477,0.22807017543859648,0.4642857142857143,0.3058823529411765,0.4
mean(std),0.044053571428571435(0.01616931061380242),0.20856937753459276(0.053725273454020527),0.6787768568911556(0.04724166438335169),0.07250433809521131(0.027563222551679423),0.19607632805001227(0.0695494470901424),0.42475377103560463(0.1359093235666769),0.25521168730687877(0.0706988674062007),0.25849206349206344(0.16106655494607508)
