folds,hamming,label_ranking,micro_roc,micro_auprc,precision,recall,fscore,accuracy
fold1,0.07214285714285715,0.21347852851612248,0.5659620991253644,0.02795644010367905,0.0989010989010989,0.32142857142857145,0.15126050420168066,0.05714285714285714
fold2,0.04071428571428572,0.1743044157517842,0.7450851035756696,0.05393565913710341,0.2033898305084746,0.5454545454545454,0.2962962962962963,0.3142857142857143
fold3,0.05357142857142857,0.23805074477343388,0.6108143832105959,0.02802856892013634,0.11290322580645161,0.25925925925925924,0.15730337078651685,0.3142857142857143
fold4,0.02214285714285714,0.2793040293040293,0.5696482335454857,0.016525045905678926,0.2,0.21052631578947367,0.20512820512820512,0.37142857142857144
fold5,0.029166666666666667,0.2606009974431027,0.5816181689141235,0.09519396022639509,0.3103448275862069,0.2903225806451613,0.3,0.4166666666666667
fold6,0.0375,0.16371457489878544,0.7587132856772472,0.05872389130454318,0.19298245614035087,0.5789473684210527,0.2894736842105263,0.3333333333333333
fold7,0.02642857142857143,0.1402930402930403,0.7714837358465869,0.0418645320103749,0.1388888888888889,0.45454545454545453,0.2127659574468085,0.2571428571428571
fold8,0.04722222222222222,0.19146189458689458,0.6389746054229057,0.03603563096576785,0.15517241379310345,0.32142857142857145,0.20930232558139536,0.2777777777777778
fold9,0.09357142857142857,0.1699874686716792,0.8404136253041363,0.08039688605258151,0.1564625850340136,0.7666666666666667,0.2598870056497175,0.08571428571428572
fold10,0.03642857142857143,0.27326971274339695,0.5391113077884215,0.02639686757613731,0.10344827586206896,0.10714285714285714,0.10526315789473684,0.34285714285714286
mean(std),0.04588888888888888(0.021053628927225135),0.2104465406982269(0.04731147428107611),0.6621824548410538(0.10126179143659114),0.04650574822023975(0.02417332130746953),0.16724936025206577(0.06023232687632498),0.38557221907816136(0.18824633919887962),0.21866805071958834(0.06389790323878063),0.27706349206349207(0.11137183130063112)
