folds,hamming,label_ranking,micro_roc,micro_auprc,precision,recall,fscore,accuracy
fold1,0.04357142857142857,0.2578492935635793,0.6094205539358601,0.031158606479148046,0.11627906976744186,0.17857142857142858,0.14084507042253522,0.37142857142857144
fold2,0.04428571428571428,0.18527321422058263,0.7070358886396622,0.04320928178268402,0.1774193548387097,0.5,0.2619047619047619,0.22857142857142856
fold3,0.04642857142857143,0.24531472508031552,0.6441423214911925,0.0362214789832277,0.16071428571428573,0.3333333333333333,0.21686746987951808,0.34285714285714286
fold4,0.06285714285714286,0.15216808045755414,0.6996455657608903,0.03774143468991374,0.12903225806451613,0.631578947368421,0.21428571428571427,0.2857142857142857
fold5,0.06458333333333334,0.22940785660083904,0.6052336363011973,0.10387434349380051,0.14772727272727273,0.41935483870967744,0.2184873949579832,0.2222222222222222
fold6,0.041666666666666664,0.15491921577447892,0.7936960628171414,0.05821135336036113,0.1746031746031746,0.5789473684210527,0.2682926829268293,0.3333333333333333
fold7,0.03,0.11652311652311652,0.782970089665554,0.03614219617823464,0.15555555555555556,0.6363636363636364,0.25,0.37142857142857144
fold8,0.059722222222222225,0.1759423185204435,0.658905807365439,0.03656328153266211,0.1375,0.39285714285714285,0.2037037037037037,0.25
fold9,0.05357142857142857,0.23031135531135533,0.7447323600973236,0.07204424236295381,0.2289156626506024,0.6333333333333333,0.336283185840708,0.2
fold10,0.045,0.2346511884105869,0.604735006247397,0.03548495304502733,0.18181818181818182,0.35714285714285715,0.24096385542168675,0.2571428571428571
mean(std),0.04916865079365079(0.010293319016877888),0.19823603644628515(0.04520770345387495),0.6850517292321657(0.06822655279204606),0.0490651171908013(0.02184395229853788),0.16095648157397408(0.03046406667549838),0.46614828861008817(0.14762948326164294),0.23516338393434402(0.04819335913188899),0.28626984126984134(0.06079390981750945)
