folds,hamming,label_ranking,micro_roc,micro_auprc,precision,recall,fscore,accuracy
fold1,0.03253588516746411,0.3557534825713496,0.5450135331826205,0.02103382369294039,0.05637982195845697,0.07755102040816327,0.06529209621993128,0.3373205741626794
fold2,0.03180147058823529,0.3877149045628148,0.544457335367318,0.018551468242828474,0.04838709677419355,0.06276150627615062,0.0546448087431694,0.39705882352941174
fold3,0.036547911547911545,0.33881799614658786,0.5512233426948048,0.01928043155065071,0.08411214953271028,0.1506276150627615,0.10794602698650675,0.3488943488943489
fold4,0.027518427518427518,0.3967304625199362,0.5469494454802076,0.018898443100365363,0.04424778761061947,0.04132231404958678,0.042735042735042736,0.4152334152334152
fold5,0.02985257985257985,0.4218799218799219,0.5120465711463105,0.01476808338923355,0.022813688212927757,0.02553191489361702,0.024096385542168676,0.3857493857493858
fold6,0.03525798525798526,0.35217554052891764,0.5639045283979475,0.021886376815182393,0.06770833333333333,0.10743801652892562,0.08306709265175719,0.36117936117936117
fold7,0.03804347826086957,0.3156070222870375,0.5675291127692157,0.01954037449569014,0.09109730848861283,0.18723404255319148,0.12256267409470752,0.28502415458937197
fold8,0.03802211302211302,0.3425363930718836,0.5815294174173683,0.030107718875865098,0.10021321961620469,0.19262295081967212,0.13183730715287517,0.32186732186732187
fold9,0.039373464373464374,0.37507219011513426,0.5713649555282109,0.021073979722608494,0.05429864253393665,0.09716599190283401,0.06966618287373004,0.31695331695331697
fold10,0.03420138888888889,0.3233886259482477,0.5767141149488916,0.021073578391606146,0.0896551724137931,0.16666666666666666,0.11659192825112108,0.28703703703703703
mean(std),0.03431547044779394(0.003670285957899754),0.3609676539631831(0.0321064075027319),0.5560732356932896(0.019500831792559153),0.020621427827697075(0.003696635294180222),0.06589132204747886(0.023598171429263463),0.11089220391615692(0.05740433111518124),0.08184395452510099(0.034747560682629186),0.345631773919565(0.04232473316757493)
